articleID;review1;review2;review3
173080;7433071|B'elit' b'at' b'a' b'a'.|accept;7432883|B'pede' b'eu' b'a' b'a' b'primis' b'nonummy' b'a' b'per'.|reject;7432906|B'nisl' b'ac' b'a' b'a' b've' b'per' b'ad' b'etiam' b'laoreet'.|accept
173082;7432928|B'eros' b'ut' b'eu' b'eni' b'massa' b'montes' b'a' b'a'.|reject;7433014|B'nunc' b'ac'.|accept;7433027|B'arcu' b'et' b'a' b'dignissim' b'pede' b'dolor' b'dui' b'cum' b'ut' b'cubilia'.|accept
173087;7433022|B'duis' b'ut' b'a' b'auctor' b'eu' b'congue' b'feugiat' b'a' b'ad' b'et' b'odio'.|accept;7432915|B'duis' b'ut' b'a' b'fames' b'et' b'a' b'est' b'nullam' b'est' b'a' b'pede' b'a' b'pede'.|accept;7433107|B'arcu' b'ad' b've' b'mus' b'a'.|reject
173088;7433099|B'nisi' b'id' b'a' b'per' b'pede' b'sociis' b'a' b'a' b'arcu' b'a' b'cum' b'a'.|reject;7432993|B'odio' b'id' b'a' b'quis' b'mollis' b'morbi' b'eni' b'duis' b'orci' b'sed' b'vel'.|accept;7432997|B'eget' b've' b'a' b'sed' b'elit' b'a'.|accept
173089;7433073|B'enim' b'id' b'a' b'hac' b'neque'.|accept;7433021|B'quam' b'eu' b'a' b'a'.|reject;7432894|B'enim' b'id'.|accept
173090;7432985|B'diam' b've' b'a' b'enim' b'a' b'a' b'in' b'nec' b'laoreet' b'fusce' b'a'.|reject;7432909|B'quis' b'et' b'a' b'a' b'orci' b'a' b'non' b'curae' b'faucibus' b'a' b'a'.|accept;7432995|B'enim' b'in'.|accept
173091;7433069|B'urna' b'eu' b'mi' b'ut' b'velit' b'ut' b'curabitur' b'aptent' b'leo' b'massa'.|accept;7432977|B'orci' b'in' b'amet' b'a' b'a' b'eu' b'a' b'cum' b'dui' b'mi' b'blandit' b'amet' b'a' b'magna'.|accept;7432893|B'amet' b'eu' b'a' b'sem' b'a' b'proin' b'a' b'a'.|reject
173095;7432925|B'odio' b've' b'a' b'erat' b'mi' b'in' b'a' b'orci' b'a'.|reject;7433001|B'eget' b'mi' b'a' b'ac' b'a' b'libero' b'a' b'torquent' b'pellentesque' b'erat'.|accept;7432964|B'quam' b've' b'in' b'a' b'at' b'eget' b'dui' b'dis' b'ante' b'elit'.|accept
173097;7432933|B'eros' b've'.|accept;7433101|B'quis' b'at'.|accept;7432882|B'eros' b've' b'in' b'a' b'id' b'ante' b'orci' b'mi' b'a' b'cum' b'diam' b'amet' b'hac' b'a' b'a'.|reject
173099;7432957|B'diam' b'et' b'a' b'vel' b'a'.|accept;7433072|B'urna' b'id' b'in' b'non' b'at'.|reject;7433095|B'eget' b'id' b'a' b'consequat' b'a' b'odio' b'sapien'.|accept
173100;7432925|B'duis' b'at' b'a' b'per' b'a' b'enim' b'ad' b'id'.|accept;7432911|B'eget' b'ac'.|reject;7432965|B'diam' b'mi' b'ac' b'a' b'non' b'ante' b'a' b'a'.|accept
173101;7433058|B'nisl' b'et'.|accept;7433033|B'nibh' b'ut' b'a'.|accept;7432919|B'odio' b'at' b'pretium' b'nunc' b'a' b'nec'.|reject
173110;7433036|B'cras' b'ut' b'a' b'a' b've' b'quam' b'a'.|accept;7433111|B'eget' b'id'.|reject;7433081|B'quam' b'in'.|accept
173115;7433083|B'pede' b'ac' b'a' b'enim' b'a' b'a' b'in' b'id' b'dui' b'a' b'a'.|accept;7432979|B'enim' b'id' b'a' b'ut' b'nam' b'pretium' b'venenatis' b'duis' b'augue' b'pellentesque' b'nunc' b'eni'.|reject;7432927|B'diam' b'at' b'a' b'a' b'mattis'.|accept
173117;7432961|B'quam' b'in' b'eu' b'leo' b'dolor' b'tempus' b'sed'.|reject;7432915|B'cras' b'ut' b'a' b'imperdiet' b'a' b'amet'.|accept;7432902|B'enim' b've' b'a' b'a' b'a' b'ac' b'facilisi' b'a' b'sit' b'quisque' b'ut' b'a' b'erat'.|accept
173122;7433074|B'arcu' b'eu' b'ad' b'a'.|reject;7433077|B'quis' b'in'.|accept;7433046|B'erat' b'ut' b'a' b'a' b'quam'.|accept
173124;7432883|B'eros' b've' b'a' b'magna' b'est' b'sodales' b'vitae' b'a' b'leo'.|reject;7432939|B'orci' b'in' b'a' b'sit' b'et' b'iaculis' b'a' b'ad' b'a'.|accept;7432925|B'ante' b'et' b'eu'.|accept
173127;7433041|B'quis' b'at' b'a' b'sem' b'dui' b'a' b'purus' b'arcu' b'eni'.|accept;7433000|B'ante' b'mi' b'a' b'a'.|reject;7432939|B'urna' b'et' b'diam' b'vel' b'a' b'a' b'a' b'at' b'nam' b'a' b'ad' b'a' b'in' b'a'.|accept
173132;7433001|B'odio' b'at' b'a' b'tortor' b'vitae' b'a' b'a' b'a' b'id'.|accept;7432905|B'quam' b'et' b'a' b'a' b'a' b'tristique'.|reject;7433065|B'ante' b'ac' b'vivamus' b'massa' b'odio' b'cum' b've' b'iaculis' b'augue'.|accept
173133;7432912|B'arcu' b'ut' b'eu' b'eros' b'arcu' b'leo' b'nostra' b'purus' b'velit'.|reject;7433104|B'nunc' b'in' b'at' b'per' b'a' b'nam' b'a'.|accept;7432922|B'nibh' b'id' b'ut'.|accept
173139;7433009|B'nibh' b'in' b'mi' b'elit' b'diam' b'a' b'hendrerit'.|accept;7432983|B'odio' b'mi' b'a' b'a' b'a' b'a' b'mi' b'maecenas' b'a' b'vel' b'a' b'a'.|reject;7432968|B'erat' b'in' b'a' b'cum' b'a' b'eros'.|accept
173140;7433007|B'nibh' b'in' b'ad' b'nisi' b'dui' b'a'.|accept;7432939|B'nisi' b'in' b'ad' b'nam'.|accept;7432988|B'orci' b'at' b'a' b'platea' b'tristique' b'a' b'mattis' b'a' b'ac'.|reject
173141;7432925|B'nisl' b'mi' b'a' b'semper' b'a' b'a' b'dui'.|accept;7433025|B'nisi' b'ut' b'a' b'a'.|accept;7432934|B'nisl' b'in' b'a' b'a' b'mi' b'ad' b've' b'eget' b'a'.|reject
173142;7432993|B'amet' b'et' b'a' b'a' b'litora' b'nulla' b'a' b'a' b'a'.|reject;7433086|B'pede' b've' b'sodales' b'urna' b'a' b'nisi'.|accept;7433022|B'enim' b'at' b'a' b'lorem' b'ad' b'mi' b'a' b'a' b'a' b'congue' b'est' b'mus' b'at' b'erat'.|accept
173143;7433086|B'enim' b'ac' b'a' b'a' b'proin' b'a' b'etiam' b'et' b'tortor'.|accept;7432876|B'nibh' b'at' b'a' b'a' b'a' b'a' b'ligula' b'non' b'auctor' b'nostra' b'a' b'diam' b'a' b'dui' b'curae'.|accept;7432869|B'nibh' b'mi' b'a' b'a' b'a' b'magna' b'tempus'.|reject
173147;7432939|B'nisi' b'ut'.|accept;7432914|B'nibh' b'in' b'ac' b'dis' b'a' b'a' b'a' b'in' b'a' b'ut' b'a'.|reject;7432900|B'duis' b've' b'a' b'montes' b'a' b'id' b'a' b'a' b'a' b'id'.|accept
173148;7432942|B'enim' b'id' b'mi' b'magna' b'feugiat' b'turpis' b'et' b'a' b'a' b'class' b'consectetuer' b'pede'.|reject;7433069|B'orci' b'at' b'a' b'a'.|accept;7433109|B'quam' b'ac' b'id' b'a' b'a' b'parturient' b'enim' b'vitae' b'nec' b'vel'.|accept
173151;7432874|B'pede' b'id'.|accept;7432979|B'diam' b'ad' b'a' b'cursus' b'a' b'a'.|reject;7433087|B'enim' b'id' b'a' b'quam' b'a' b'ipsum'.|accept
173159;7432933|B'nunc' b'et' b'at' b'et' b'a' b'maecenas' b'pellentesque' b'nibh'.|accept;7433043|B'arcu' b'ut' b'a' b'eleifend' b'consectetuer' b'pede' b'a' b'a' b'urna' b'nullam' b'per' b'sed' b'ac' b'libero' b'a'.|reject;7433049|B'urna' b'id' b'a' b'est' b'a' b'ac' b'leo' b'aliquam'.|accept
173160;7432987|B'urna' b'ut' b'in' b'quis' b'a' b'nam' b'eget'.|accept;7432899|B'enim' b'mi'.|accept;7432966|B'urna' b'ad' b'a' b'a' b'lorem' b'a' b'penatibus' b'a' b'id' b'arcu' b'a' b'a' b'vel' b'a'.|reject
173162;7433106|B'duis' b'at' b'rhoncus'.|reject;7432997|B'amet' b'ad' b'a' b'nunc' b'a' b'blandit' b'dis' b'mi' b'a' b'a'.|accept;7432865|B'orci' b'id' b'a'.|accept
173163;7432910|B'urna' b'et' b'ad' b'eu' b'dis' b'a'.|accept;7433101|B'nisi' b'et' b'a' b'a' b'id' b've' b'a' b'hac' b'a' b'a'.|accept;7432893|B'nibh' b've' b'a' b'sed' b'lorem' b'primis' b'eu'.|reject
173164;7432919|B'nibh' b'ad' b'in' b'a' b'hac'.|accept;7433015|B'enim' b'id' b'urna' b'ipsum' b'leo' b'non' b'eget'.|reject;7432965|B'amet' b'in' b'ut' b'a' b'a' b've' b'elit' b'a' b'pretium' b'a' b'consectetuer' b'elit'.|accept
173167;7432979|B'eros' b'et' b'a' b'duis'.|reject;7433075|B'orci' b'mi' b'a' b'a' b'mauris' b'a'.|accept;7433053|B'quam' b'ad' b'a'.|accept
173168;7432945|B'diam' b'id' b'mi' b'torquent' b'a' b'a' b'a' b'a' b'a'.|accept;7433043|B'nibh' b'ut' b'a' b'pede'.|accept;7432996|B'ante' b've' b'a' b'a' b'in' b'a' b'proin'.|reject
173171;7433063|B'duis' b've' b'a' b'mus' b'fames' b'habitant' b'justo' b'nibh' b'eget' b'sem' b'a' b'a' b'mauris'.|accept;7432914|B'cras' b'in'.|accept;7432919|B'quis' b'ac' b'a'.|reject
173177;7433106|B'urna' b'in' b'a' b'a' b'consequat' b'orci'.|reject;7433017|B'nibh' b'et'.|accept;7432922|B'orci' b'id' b'a' b'a' b'a' b'nisl' b'a' b'dictum'.|accept
173179;7433008|B'urna' b'id' b'a' b'non' b'a' b'quis' b'a' b'dui' b'curae' b'laoreet' b'per'.|reject;7433043|B'eget' b'at'.|accept;7432881|B'erat' b'eu'.|accept
173183;7433003|B'nunc' b'ut' b'a' b'a' b'purus' b'vitae' b'quis'.|reject;7432928|B'nisl' b'ac' b'a' b'a' b'a' b'a'.|accept;7433097|B'pede' b'id'.|accept
173185;7433013|B'ante' b've' b'in' b'ut' b'diam' b'a' b'massa' b'in' b'a' b'a' b'a' b'vivamus' b'per' b'a' b'lorem' b'metus'.|accept;7433071|B'pede' b'ac' b'a' b'est' b'condimentum' b'a' b'in' b'a' b'urna' b'a' b'ipsum' b'nibh' b'varius' b'a'.|reject;7433079|B'arcu' b'mi'.|accept
173188;7433039|B'arcu' b'at' b'a' b'velit' b'congue' b'eu' b'a' b'sed' b'scelerisque'.|accept;7433063|B'quis' b'id' b'a' b'augue' b'a' b'a' b'aenean' b'porta' b'class' b've'.|accept;7432908|B'nunc' b'id' b'a' b'per' b'ut' b've' b'a' b'semper' b'nec' b'a' b'a' b'ac' b'dolor' b'mi' b'a'.|reject
173192;7432899|B'nisl' b've' b'a' b'at'.|accept;7432876|B'enim' b'at' b'a' b'quis' b'montes' b'a' b'a' b'a'.|reject;7432924|B'diam' b'ut' b'mi' b'et' b'cum' b'a' b'sem'.|accept
173196;7432931|B'nunc' b'ut' b'a' b'in' b'dictum' b'turpis' b'a' b'a' b'sem' b'a' b'curae'.|accept;7432896|B'nisl' b've'.|reject;7433074|B'nisi' b'id' b'a' b'a' b'cras' b'a' b'a' b'a' b'a' b'aenean'.|accept
173203;7433058|B'elit' b'eu' b'a' b'ac' b'dictum' b'amet' b'id' b'dapibus' b'dolor'.|accept;7432940|B'pede' b'ac'.|accept;7432968|B'ante' b'ad' b'a'.|reject
173206;7432914|B'amet' b'in' b'a' b'a' b'a' b'ad' b'a' b'nibh' b'pede'.|accept;7433003|B'odio' b'ut' b'a' b'nunc'.|accept;7432927|B'cras' b'ad' b'a' b'a'.|reject
173208;7433022|B'nibh' b'in'.|accept;7432939|B'erat' b'at' b'in' b'per' b'sit' b'a' b'nec' b'a' b'dis' b'phasellus' b'nisi' b'et' b'a' b'a'.|accept;7432992|B'duis' b'in' b'a' b'ad' b'semper' b'varius' b'feugiat' b'a' b'id'.|reject
173209;7433009|B'orci' b'ut' b'a' b'eget' b'a' b'a' b'a' b'ad' b'a' b'a' b'primis'.|accept;7432988|B'arcu' b'id'.|reject;7433088|B'elit' b've' b'iaculis' b'porta' b'ac' b'a' b'a' b'a' b'a'.|accept
173211;7432976|B'amet' b'in' b'a' b'ipsum' b'mi' b'a'.|accept;7433035|B'pede' b'et' b'sodales' b'a' b'aenean' b'eni' b'a' b'viverra' b'vivamus' b'a'.|reject;7433013|B'nisl' b've' b'a' b'a' b'in'.|accept
173212;7433009|B'enim' b'ut' b'a' b'eu' b'a' b've' b'varius' b'a' b'a' b'arcu'.|accept;7433096|B'erat' b'mi' b'a' b'a' b'eros' b'eu' b'et' b'a' b'hac' b'rutrum' b'a' b'dolor'.|reject;7432930|B'ante' b've' b'lacinia' b'orci' b'a' b'a' b'a' b'sit' b'a'.|accept
173213;7432888|B'ante' b'id' b'quisque' b'neque' b'a'.|accept;7432874|B'ante' b'at' b'a' b'mus' b'ad' b'posuere' b'purus' b'amet'.|accept;7433064|B'erat' b'id' b'a' b'ac' b'a'.|reject
173214;7432930|B'eros' b'eu' b'a' b'magnis' b'dictum' b'a'.|reject;7433019|B'enim' b'et'.|accept;7433020|B'elit' b've' b'a' b'id' b'mattis' b'a' b'a' b'est'.|accept
173215;7432893|B'nunc' b've' b'a' b'a' b'a' b'mauris' b'sagittis' b'a' b'a'.|reject;7432964|B'enim' b'mi' b'eu' b'a' b'a' b'euismod' b'taciti'.|accept;7433041|B'enim' b'et' b'a' b'a' b'mi' b'a' b'a' b'justo' b'dis' b'quis' b'a'.|accept
173218;7432891|B'arcu' b'ut' b'a'.|reject;7432984|B'pede' b'ut' b'a' b'a' b'semper' b'a' b'mattis' b'mi' b'libero' b'a' b'ac' b'per' b'a' b'nam' b'nunc' b'a' b'a' b've'.|accept;7432922|B'urna' b'eu' b'a' b'vitae'.|accept
173219;7432895|B'nunc' b'et' b'a'.|accept;7432956|B'ante' b'at'.|accept;7432891|B'erat' b've' b'a' b'a'.|reject
173220;7432875|B'duis' b'at' b'a' b'a' b'a' b'et' b'mi' b'vel' b'in' b'eget' b'magnis'.|accept;7432965|B'quam' b'in' b'at' b'eget' b'quam' b'ligula'.|reject;7433001|B'ante' b'et' b'a' b'a' b'dignissim' b'eni' b'a' b'lacus' b'est' b'egestas' b'hendrerit' b'nibh'.|accept
173221;7433106|B'duis' b'eu' b'cras' b'eros' b'a' b'semper' b'fames' b'a'.|accept;7433020|B'cras' b'eu'.|reject;7432929|B'diam' b'et' b'a' b'ante' b'ac' b'a' b'class' b'nibh' b'diam' b'sit' b'ac'.|accept
173222;7433011|B'erat' b'in' b'a' b'a' b'a'.|reject;7433057|B'cras' b'ut' b'at' b'a' b'magnis' b'vitae' b'a' b'volutpat' b'a' b'vel' b'a'.|accept;7433005|B'duis' b'eu' b'conubia' b'purus' b'a' b'a' b'at' b'id' b'donec' b'posuere' b'rutrum'.|accept
173225;7433021|B'nibh' b'in' b'mi' b'id' b'ad' b'in' b'praesent' b'a'.|accept;7433051|B'elit' b'et' b'eu' b'a' b'eros' b'est' b'a' b'a' b'a' b'nullam'.|reject;7433039|B'erat' b'ut' b'a'.|accept
173226;7433032|B'orci' b'ut' b'a' b'a' b'a' b'id' b'diam' b'a' b'a' b'a' b'sit' b'a'.|accept;7432989|B'amet' b'et' b'ad' b'a'.|reject;7432962|B'arcu' b'ad' b'a'.|accept
173229;7433036|B'eros' b'mi' b'ut' b'a' b'sagittis' b'a' b'est' b'nisi' b'a'.|accept;7432978|B'enim' b'at' b'a' b'nunc' b'sit' b'a' b'a' b'hymenaeos' b'a' b'ac' b'donec' b've'.|accept;7433049|B'amet' b'eu' b'a' b'at' b'per' b'at' b'et' b'a'.|reject
173231;7433066|B'elit' b'id' b'a' b'et' b'a' b'cum' b'sem' b'velit'.|accept;7432917|B'duis' b'et' b'a' b'a' b'a' b'nonummy'.|accept;7433018|B'urna' b'in' b'ac' b'non' b'cum' b'a' b'a'.|reject
173232;7433060|B'nisi' b'ut' b'a' b'urna'.|accept;7432912|B'pede' b'ad' b'a' b'ante' b'a' b'metus' b'a' b'orci' b'a' b'dis' b'eni' b'platea' b'per' b'felis'.|accept;7432886|B'amet' b've' b'a' b'sociosqu' b'consectetuer' b'nibh' b'a'.|reject
173233;7433104|B'erat' b'id' b'a' b'massa' b'a' b'a' b'eros' b'a' b'a' b'a'.|reject;7433030|B'eros' b'ut' b'elit'.|accept;7433016|B'pede' b'ut'.|accept
173234;7433015|B'diam' b'mi' b'eu' b'a' b'fusce' b'phasellus' b'mus' b'dis' b'sapien' b'curae' b'a' b'ad' b'curae' b'dictum' b'ac' b'quam'.|accept;7433019|B'diam' b'id' b've' b'a' b'leo'.|reject;7432954|B'eget' b'at'.|accept
173242;7432960|B'pede' b'ac' b'a' b'a' b'elit' b'ante' b'a' b'a' b'a'.|accept;7433044|B'nibh' b've' b'a' b'a'.|reject;7433015|B'amet' b'mi'.|accept
173244;7433032|B'arcu' b'eu' b'a' b'amet' b'a' b'platea'.|reject;7432965|B'ante' b've' b'odio' b'a' b'ipsum' b'pellentesque'.|accept;7433077|B'amet' b'at' b'a'.|accept
173245;7432975|B'quis' b'mi' b'in' b'mi' b've' b'a' b'a' b'etiam' b'hac' b'sem' b'eu' b'enim' b'a' b'est'.|accept;7433017|B'nunc' b'at'.|accept;7432984|B'elit' b'ut' b'a' b'ut' b'eu' b'a' b'eget' b'a' b'a' b'a' b'a'.|reject
173248;7432917|B'orci' b'at' b'a' b'pede' b'a' b'massa' b'a'.|reject;7433082|B'nisi' b'at'.|accept;7432986|B'pede' b've' b'a' b'a' b'massa' b'leo' b'nam' b'a' b'conubia' b'cum' b've' b'eu'.|accept
173250;7432945|B'odio' b've'.|accept;7432886|B'nibh' b'mi'.|reject;7433095|B'amet' b'eu'.|accept
173254;7433028|B'duis' b'et' b'a' b'a' b'a' b'id' b'ad' b'a'.|accept;7433091|B'odio' b've' b'a'.|reject;7432980|B'pede' b'id'.|accept
173256;7433038|B'erat' b'mi' b'eu' b'in'.|accept;7433039|B'elit' b'ac' b'in' b'fusce' b'a' b'quis' b'a' b'a'.|reject;7433009|B'nibh' b'mi' b'a' b'mi' b'etiam' b'a' b'a' b'tempus' b'nec' b'a'.|accept
173258;7432872|B'urna' b'et' b'a'.|accept;7432866|B'urna' b'ad' b'a' b'non' b'a' b'a' b'a' b'a' b'eros' b'a' b'varius'.|reject;7433089|B'eros' b'in' b'eu'.|accept
173259;7433078|B'quam' b'ut'.|reject;7432974|B'cras' b'at' b'a' b'litora' b'mus' b'et'.|accept;7432958|B'amet' b'at' b'a' b'per' b'tellus' b'velit' b'a' b'nam'.|accept
173260;7432884|B'amet' b'id' b'a' b'a' b'a'.|reject;7433024|B'erat' b've' b'a' b'a' b'duis' b'a' b'eu' b'porta' b'et' b'id' b'vel' b'non' b'mattis' b'in'.|accept;7432876|B'nisl' b'ad' b'ut' b'a' b'a' b'elit' b'a' b'a' b'in'.|accept
173261;7433061|B'urna' b'ad' b'a' b'cum' b'enim' b'a' b'a' b'a' b'a' b'ante'.|accept;7433011|B'quam' b'id' b'a' b'neque' b've' b'mus' b'eu'.|reject;7432883|B'odio' b'at'.|accept
173262;7433014|B'eget' b'mi' b'a' b'felis' b'rhoncus' b'varius'.|accept;7433092|B'nunc' b'ac' b'in' b'a' b'a' b'ac'.|reject;7432920|B'nisi' b'ut' b'a' b'mauris' b'natoque' b'a' b'posuere' b'non' b'eu'.|accept
173263;7433002|B'urna' b'ac' b'a' b'sem' b'nisl' b'a' b'a' b'eu' b'ante' b've' b'odio' b'leo' b'luctus'.|reject;7432976|B'enim' b'ut' b'a' b'a' b'penatibus'.|accept;7433082|B'orci' b've'.|accept
173268;7433107|B'cras' b'id' b'a' b'a' b'vestibulum' b'nisl' b'curae' b'nisi' b'elit' b'hac' b'a' b'lobortis' b'sollicitudin'.|accept;7432925|B'quam' b'ad' b'a' b'a' b'nec' b'a' b'a' b'a'.|accept;7432890|B'amet' b'in' b'a' b'mus' b'a' b'a' b'a' b'dapibus' b'eni' b'a' b'pede' b'a' b'fusce'.|reject
173273;7432904|B'nibh' b'at' b'a' b'leo' b'porta' b'in' b'a' b'a' b'ad'.|accept;7433007|B'duis' b'ad' b'at' b'a' b'nam'.|reject;7433071|B'odio' b'ut' b'a' b'a' b'donec' b'magnis' b'leo' b'a' b'eu' b'dis' b'a' b'a' b'arcu' b'quis'.|accept
173277;7433065|B'odio' b'at' b'a' b'a' b've' b'turpis'.|reject;7433041|B'diam' b'at'.|accept;7433003|B'elit' b'in' b'a' b'at' b'odio' b'a'.|accept
173285;7433043|B'orci' b'ad'.|accept;7433038|B'quis' b'in' b'a' b'mus' b'fusce'.|reject;7432984|B'eros' b'et' b'a' b'sem' b'lectus' b'a' b'a' b'nam' b'magna' b'arcu' b'a'.|accept
173287;7433110|B'elit' b'at' b'a' b'leo' b'quis' b'diam' b'a' b'porta'.|reject;7433020|B'eros' b'ut' b'a' b'fusce' b'erat' b'nibh' b'turpis' b'leo'.|accept;7432970|B'enim' b'et'.|accept
173288;7432949|B'eros' b'eu' b'a' b'mi' b'risus'.|accept;7433005|B'duis' b'ac' b'a' b'facilisi' b'cras' b'in' b'a' b'a' b'ut' b'molestie' b'a' b'eni' b'a'.|reject;7433095|B'nisl' b'ad' b'et' b'at' b'amet'.|accept
173291;7432950|B'nibh' b'at' b'mi' b'justo' b'eu' b'a' b'a' b'etiam'.|reject;7432987|B'quam' b'in' b'id' b've' b'a' b'eni' b'a' b'integer' b'iaculis' b'a'.|accept;7432895|B'quam' b'ac' b'id' b'dui' b'non'.|accept
173292;7432874|B'pede' b'eu' b'a' b'a' b've' b'a' b'ad' b'cum'.|reject;7433058|B'eros' b'et'.|accept;7433008|B'ante' b'ac'.|accept
173293;7432868|B'arcu' b'at' b'in' b'a'.|accept;7433022|B'eros' b'at' b'a' b'a' b'at' b'a' b'eni' b'nostra' b'a'.|reject;7433106|B'quam' b'ac' b'cras' b'a' b'a' b'amet' b'a' b'a' b'a' b'ad' b'a' b'luctus' b'at'.|accept
173294;7433059|B'enim' b'id' b'a' b'ipsum' b'a'.|reject;7432899|B'quam' b'et' b'a' b'a' b'mi' b'a' b'cras'.|accept;7432925|B'arcu' b'ad' b'a' b'sit'.|accept
173296;7433031|B'enim' b've' b'a' b'a' b'nisl' b'dis' b'a' b'est' b'risus' b'a'.|reject;7432950|B'cras' b'et' b'quis' b'odio' b'nam' b'a' b'a'.|accept;7432871|B'cras' b'mi' b'a' b'at' b'cum' b'at'.|accept
173297;7432921|B'amet' b'at' b'a' b'a' b'eni' b'augue' b'a' b'a'.|accept;7433027|B'arcu' b'ut'.|accept;7432865|B'cras' b'ut' b'ac' b'montes' b'lectus' b'gravida' b'eget' b'a' b'a' b'a' b'a' b'duis'.|reject
173298;7433011|B'pede' b'ac' b'ut' b'eu' b'a' b'a' b'cursus' b'leo' b'risus' b'semper' b'a' b'ut'.|reject;7433078|B'nisi' b'et'.|accept;7432936|B'nisl' b'at' b'a'.|accept
173302;7433002|B'urna' b'et' b'a' b'a' b'sit' b'morbi' b'a' b'a'.|accept;7433089|B'orci' b'ad' b'a' b'a' b'porttitor' b'potenti' b'a' b'id' b'in' b'non' b'a'.|accept;7432974|B'nunc' b'mi' b'in' b'diam'.|reject
173303;7432964|B'enim' b'ac' b'a' b'blandit' b'rhoncus' b'a' b'pellentesque' b'pede' b'leo'.|accept;7433005|B'nibh' b'eu' b'id' b'et' b'ac' b'nec' b'a' b'a' b'a' b'a'.|accept;7432904|B'orci' b'ad'.|reject
173304;7432898|B'pede' b'eu' b'a'.|accept;7432920|B'diam' b'in'.|accept;7433053|B'cras' b'id'.|reject
173306;7432952|B'nibh' b'mi' b'a' b'quam' b'a' b'a' b'a' b'a' b'eu' b'a' b'cum' b'a' b'a' b'metus' b'sed'.|accept;7433079|B'arcu' b'at' b'a' b'urna' b'a' b'a' b'a' b'et'.|reject;7432875|B'amet' b'id'.|accept
173315;7432992|B'ante' b'mi' b'eu' b'velit' b'a' b'ut' b'a' b've' b'a' b'sem' b'in'.|accept;7432988|B'cras' b'mi' b'orci' b'quis' b'mauris' b'lacus' b'nec'.|accept;7433081|B'elit' b've' b'ad' b'nec' b'a' b'enim' b'a' b'a' b'a' b'a' b'a' b'a' b'elit' b'a' b'nulla' b'netus'.|reject
173316;7433113|B'nisi' b'et' b'commodo' b'a' b'sollicitudin' b'quis' b'eni'.|accept;7432970|B'amet' b'ut' b'a' b'a'.|reject;7432911|B'arcu' b'et' b'a' b'a'.|accept
173322;7432934|B'quam' b'ut' b'a' b'per' b'dolor'.|accept;7432923|B'nisl' b'id'.|reject;7432958|B'quam' b'at'.|accept
173323;7433091|B'odio' b'id'.|reject;7432880|B'eget' b've'.|accept;7432923|B'diam' b'in' b'a' b'dis' b'rutrum' b'fusce' b'sed' b'a' b'a'.|accept
173327;7433072|B'pede' b'at' b'enim' b'sem' b'a' b'a' b'primis' b'id' b'a' b'in' b'ligula' b'a' b'a' b'proin' b'id'.|accept;7433107|B'quis' b'in'.|reject;7433094|B'ante' b'in' b'ac'.|accept
173329;7432870|B'odio' b'et' b'a' b'mollis' b'dui' b'iaculis' b'hymenaeos'.|accept;7432944|B'elit' b'ac' b'a' b'nisl' b'ad' b'ut' b'dis' b'a' b'inceptos' b'consectetuer' b'nisi' b'a'.|reject;7432882|B'nunc' b'et' b'a' b'lacus' b'ad'.|accept
173330;7432999|B'cras' b'ac' b'ut' b'a'.|accept;7432943|B'elit' b'at' b'in' b'sem' b'odio' b'leo'.|accept;7433051|B'nibh' b'ad' b'in' b'nec' b'auctor'.|reject
173332;7433038|B'quam' b'eu' b'pretium' b'vitae' b'ut'.|accept;7433019|B'orci' b'in' b'a' b'mauris' b'eu' b'dolor' b'mi' b'eu' b'a' b'nunc' b'a'.|reject;7432994|B'quis' b'in' b'a' b'diam' b'a' b'tempus' b'a' b'dis' b'a' b'a' b'ut' b'a' b'a' b'a' b'a' b'ac'.|accept
173335;7433003|B'cras' b'ac'.|accept;7432895|B'odio' b'mi' b'a' b'et' b'a' b'a' b'lectus' b'ad' b'a' b'dis' b'a' b'in' b'elementum'.|reject;7433054|B'quis' b'ac' b'a' b'a' b'a'.|accept
173336;7433025|B'odio' b've' b'orci' b'ipsum' b've' b'ad' b'a' b'a' b'a' b'a' b'a' b'sed' b'a' b'nisl'.|reject;7433098|B'arcu' b'ac'.|accept;7433047|B'nibh' b'ac' b'a' b'a' b'a' b'a' b'sit'.|accept
173341;7432941|B'orci' b'id' b'a' b'a'.|accept;7432883|B'nibh' b'ut' b'a' b'a' b'et' b'at' b'a' b'feugiat' b'ut' b'elit' b'sit' b'a' b'risus' b'sit'.|accept;7432903|B'amet' b'mi' b'a'.|reject
173344;7432933|B'duis' b'ad' b'a' b'ac' b'cum' b'taciti' b'mi'.|accept;7432915|B'duis' b'in' b'a' b'a' b'class' b'in' b'varius' b'nunc' b'at' b'a'.|reject;7433059|B'quis' b'id' b'a' b'a' b'a' b'proin' b'in' b'ultricies' b'ad' b'a' b'a' b'a'.|accept
173347;7433056|B'orci' b'ac' b'a' b'a' b'a' b'mi' b'tortor' b'orci' b've' b'a'.|accept;7432865|B'eros' b'ad'.|accept;7432871|B'erat' b'in' b've' b'ad' b'sit' b'hendrerit' b'luctus' b'et' b'vel' b'et'.|reject
173349;7432874|B'nibh' b'at'.|reject;7432880|B'odio' b'ad' b'ut' b'nunc' b'et' b'a' b'nec'.|accept;7432882|B'quis' b've' b'in' b'class' b'a' b'a' b'mi' b'a' b'a'.|accept
